,Unnamed: 0,sample1,sample2,score
281,281,"['washing made parchment more able to retain newly applied ink than scraping did', 'washing was less effective than scraping as a means of permanently erasing ink', 'the scraping method was used in the creation of the archimedes palimpsest', 'neither method completely erased the original textA']","['the position is only a temporary one', 'the position is for fewer hours per week than other student jobs', 'there may not be flexibility to select convenient working hours', 'the librarian may prefer to hire a student with previous library work experience']",0
282,282,"['she is enthusiastic about the drugs that have been tested to date', 'she is concerned about the side effects of drugs created from snake venom proteins', 'she doubts that the dna database will be useful in developing new drugs', 'she thinks it is too early to tell how successful the research will be']","['the advantages and disadvantages of a career in journalism', 'topics the student could write about for the school newspaper', 'comparing a major in journalism to other majors', 'preparing for a career in journalism']",0
283,283,"['reasons that the man wants to sell his textbook', 'how to find out which books are on the buyback list', ""the bookstore's policies for buying back textbooks from students"", ""the student's deadline for selling old textbooks""]","['the advantages and disadvantages of a career in journalism', 'topics the student could write about for the school newspaper', 'comparing a major in journalism to other majors', 'preparing for a career in journalism']",0
284,284,"['the images in stained glass windows', 'the history of stained glass art', 'the importance of religious art during the middle ages', 'techniques for making glass during the middle ages']","['his current university is highly respected by newspaper editors', 'his current university will soon offer a major in journalism', 'he does not need to major in journalism in order to work as a reporter', ""he has a promising future on the staff of his current university's newspaper""]",0
285,285,"['to give examples of typical characters in a well made play', 'to show how background information might be revealed in a well made play', 'to explain why romeo and juliet can be considered a well made play', 'to explain how playwrights develop the obligatory scene of a well made play']","['his current university is highly respected by newspaper editors', 'his current university will soon offer a major in journalism', 'he does not need to major in journalism in order to work as a reporter', ""he has a promising future on the staff of his current university's newspaper""]",0
286,286,"['established theories can be challenged by new evidence', 'the technology used in archaeology is always improving', 'archaeology deals with basic issues of human societies', 'archaeologists often work in interesting parts of the world']","['they ask the applicant to present ideas for news stories', 'they ask the applicant to write a news story', ""they review the applicant's university course work"", ""they review a sample of the applicant's published articles""]",0
287,287,"['to illustrate an alternative to a steep ramp', 'to emphasize the effort needed to move large stone blocks', 'to imply that progress on the great pyramid was slow', 'to describe the shape of the road leading to the giza plateau']","['they ask the applicant to present ideas for news stories', 'they ask the applicant to write a news story', ""they review the applicant's university course work"", ""they review a sample of the applicant's published articles""]",0
288,288,"['it will help him begin to develop expertise in his field of interest', 'it will bring him in contact with people who might help him find a job', 'it will be a way for him to gain experience writing about business and technology', 'it will allow him to inform students and faculty about an issue affecting their university']","['what the gym pass is used for', 'how to try out for the swimming team', 'the popularity of the new exercise at the gym', 'the schedule of exercise classes at the gym']",0
289,289,"['it will help him begin to develop expertise in his field of interest', 'it will bring him in contact with people who might help him find a job', 'it will be a way for him to gain experience writing about business and technology', 'it will allow him to inform students and faculty about an issue affecting their university']","['to find out what students know about tropical fish', 'to contrast two types of ocean environments', 'to imply that there may be species in the southern ocean that have not been discovered yet', 'to imply that there may be fossil evidence of coral reefs in the southern ocean']",0
290,290,"['it is inadequate for accurately predicting future events', 'it is difficult to study with experiments', 'it is a process that is unrelated to perception or memory', 'it is a relatively new area of study in cognition']","['sediment on the ocean floor contains more nitrogen than phosphorus', 'the atmosphere contains more nitrogen than phosphorus', 'nitrogen requires more time to get recycled than phosphorus does', 'phosphorus is more important than nitrogen to the development of fish']",0
291,291,"['it is not on the list of approved paintings that the professor provided', 'it is not available for the student to study in person', 'the student does not have enough background knowledge to write about it', 'another student has already chosen to write about it']","['it is inadequate for accurately predicting future events', 'it is difficult to study with experiments', 'it is a process that is unrelated to perception or memory', 'it is a relatively new area of study in cognition']",0
292,292,"['the differences between imagination and perception', 'cognitive functions that improve decision making', 'cognitive functions that assist in problem solving', 'common limitations with regard to several cognitive functions']","['to explain that they were difficult to film in the 1930s', 'to point out that cousteau made documentaries about them', ""to illustrate pianleve's fascination with unusual animals"", ""to explain why painleve's underwater films were not successful""]",0
293,293,"['the differences between imagination and perception', 'cognitive functions that improve decision making', 'cognitive functions that assist in problem solving', 'common limitations with regard to several cognitive functions']","['it will not contain questions about the health club model', ""it will ask about ways to improve the customer's self image"", 'it will require students to discuss marketing strategies for libraries', 'it will not require students to give examples of successful businesses']",0
294,294,"['to illustrate a type of mistake that people make when recalling details', 'to offer an example of a well designed study in cognitive psychology', 'to demonstrate the limited effect imagination has on memory', 'to prove that imagination leads to poor decision making']","['gypsum', 'oxygen', 'carbonic acid', 'sulfuric acid']",0
295,295,"['to illustrate a type of mistake that people make when recalling details', 'to offer an example of a well designed study in cognitive psychology', 'to demonstrate the limited effect imagination has on memory', 'to prove that imagination leads to poor decision making']","['it has no evolutionary connection to other trees growing in australia today', 'it has an inefficient reproductive system', 'its flower are located at the bases of the leaves', 'it is similar to some ancient fossils']",0
296,296,"['he received the highest grade on a recent test', 'he recently won an award', 'he was accepted into a history program in france', 'he wrote an essay that was published in a magazine']","['people who misheard sentences were most likely to make poor decisions', 'decision making is ultimately influenced by many factors', 'the brain can automatically supply details that were not actually perceived', 'words that are heard last are the most easily remembered']",0
297,297,"['their location in the ceremonial areas of neolithic communities', 'their ability to function as astronomical calendars', 'the structure of their high ceilings', 'the remains of drums found in their chambers']","['people who misheard sentences were most likely to make poor decisions', 'decision making is ultimately influenced by many factors', 'the brain can automatically supply details that were not actually perceived', 'words that are heard last are the most easily remembered']",0
298,298,"['he is surprised that the research is contradictory', 'he is impressed by how many years were spent on the research', 'he has difficulty believing that research should take so long', 'he doubts that the research is given enough credit by modern astronomers']","['to explain why many people do not understand the concept of blind spots', 'to illustrate how visual blind spots interfere with the processing of written words', 'to explain the origin of a concept that is used in the study of cognition', 'to show how visual perception works']",0
299,299,"['to explain why many people do not understand the concept of blind spots', 'to illustrate how visual blind spots interfere with the processing of written words', 'to explain the origin of a concept that is used in the study of cognition', 'to show how visual perception works']","['to describe the main focus of the work she needs help with', 'to tell the man about a new research area in ethnology', 'to explain what dean adams chose to work on in indonesia', ""to demonstrate how varied dean adams'sresearch has been""]",1.1
300,300,"['his current university is highly respected by newspaper editors', 'his current university will soon offer a major in journalism', 'he does not need to major in journalism in order to work as a reporter', ""he has a promising future on the staff of his current university's newspaper""]","['difficulties animals have in regulating their body temperatures', ""how people can affect animals'smicroclimates"", 'ways of identifying different types of microclimates', 'the importance of microclimates to some animals']",0
301,301,"[""to discuss the student's grade on a paper"", 'to invite the student to work on a committee', 'to inform the student about a change in the class schedule', 'to ask the student to become her research assistant']","['difficulties animals have in regulating their body temperatures', ""how people can affect animals'smicroclimates"", 'ways of identifying different types of microclimates', 'the importance of microclimates to some animals']",0
302,302,"['to find out why he is not on the list of graduating students', 'to explain why he has not fulfilled his graduation requirements', 'to find out the exact requirements for graduation', 'to submit a document required for graduation']","['the size of the animal population in the area', 'the number of other microclimates in the area', 'the elevation of the land where the microclimate is located', 'human activity in the area where the microclimate is located']",0
303,303,"['scientists should have accepted the claim when it was first published', 'there is not enough evidence to know if the team actually discovered element 43', ""the team's unusual scientific methods were unreliable"", ""if the team's ore sample had contained element 43 , the team would have been able to isolate a weighable amount""]","['the size of the animal population in the area', 'the number of other microclimates in the area', 'the elevation of the land where the microclimate is located', 'human activity in the area where the microclimate is located']",0
304,304,"['studying squirrels has helped biologists identify different microclimates', 'mammals have more than one way of regulating their body temperature', 'smaller animals have more success than larger animals in adapting to different microclimates', 'squirrels do not rely on microclimates as much as other mammals do']","['inaccurate information about long term climate changes', ""evidence that contradicted milankovitch's hypothesis"", 'evidence that climate changes occur only locally', ""variations in earth's orbit that had little impact on climate""]",0.5
305,305,"['studying squirrels has helped biologists identify different microclimates', 'mammals have more than one way of regulating their body temperature', 'smaller animals have more success than larger animals in adapting to different microclimates', 'squirrels do not rely on microclimates as much as other mammals do']","['different kinds of trees used for building canoes', 'various methods of native american transportation', 'the value of birth trees to some native american groups', 'the trading of birth wood products by europeans in north america']",0
306,306,"['microclimates can be both helpful and harmful to reptiles', 'microclimates are one of the many ways reptiles control their body temperature', 'many reptiles position themselves in microclimates when waiting for their prey', 'many reptiles spend most of their time in one type of microclimate']","['to illustrate a type of mistake that people make when recalling details', 'to offer an example of a well designed study in cognitive psychology', 'to demonstrate the limited effect imagination has on memory', 'to prove that imagination leads to poor decision making']",0
307,307,"['microclimates can be both helpful and harmful to reptiles', 'microclimates are one of the many ways reptiles control their body temperature', 'many reptiles position themselves in microclimates when waiting for their prey', 'many reptiles spend most of their time in one type of microclimate']","['the researchers based the study on an incorrect hypothesis', 'monkeys respond best to negative reinforcement', 'monkeys become confused when they do not receive rewards', 'monkeys probably have some degree of metacognitive ability']",0
308,308,"['decomposing leaves form layers that prevent sunlight from warming the ground below the leaves', 'decomposing leaves insulate burrows , keeping the burrows cool', 'decomposing leaves generate heat , creating a warm microclimate', 'decomposing leaves bring moisture to dry microclimates']","['it included more religious festivals than did the other calendar', 'it was used for scheduling tax payments', 'it had the same number of days every year', 'it used the moon to determine the beginning of the year']",0
309,309,"['decomposing leaves form layers that prevent sunlight from warming the ground below the leaves', 'decomposing leaves insulate burrows , keeping the burrows cool', 'decomposing leaves generate heat , creating a warm microclimate', 'decomposing leaves bring moisture to dry microclimates']","['to explain how painleve influenced cousteau', ""to emphasize the uniqueness of painleve's filming style"", ""to emphasize the artistic value of cousteau's documentary films"", ""to demonstrate the superiority of painleve's filmmaking equipment""]",0
310,310,"['both could help identify a location relative to the equator', 'both seem to have been used to determine the positioning of stone canoes', 'both were first developed by the vikings', 'both were used as calendars to help keep track of the seasons']","['he read about it in an e mail message', 'it was posted on a bulletin board', 'he heard other students discussing it', 'dean adams announced it in her class']",0
311,311,"['they were surprised at the large variety of organisms living near hydrothermal vents', 'they were surprised to find any bacteria living without sunlight', 'they were disappointed at not finding any animal life', 'they could not agree on the significance of the data that they collected']","['both could help identify a location relative to the equator', 'both seem to have been used to determine the positioning of stone canoes', 'both were first developed by the vikings', 'both were used as calendars to help keep track of the seasons']",0
312,312,"['how the seafaring skills of polynesians resembled those of the vikings', 'how pacific islanders were able to navigate without instruments', 'how the patterns of stars differ to the north and south of the equator', 'how navigational instruments developed over time']","['by showing the dolphin two patterns that were similar in density', 'by playing two sounds that became progressively closer in pitch', ""by producing sounds that were just within the dolphins' range of hearing"", 'by introducing a third paddle that ended on trial an began a new one']",0
313,313,"['how the seafaring skills of polynesians resembled those of the vikings', 'how pacific islanders were able to navigate without instruments', 'how the patterns of stars differ to the north and south of the equator', 'how navigational instruments developed over time']","['to contrast its displacement activities with those of other animals species', 'to explain that some animals display displacement activities other than grooming', 'to point out how displacement activities are influenced by the environment', 'to five an example of a n animal that does not display displacement activities']",0
314,314,"['the horizon tends to be clearer there than anywhere else', 'more stars rise and set in pairs there than anywhere else', 'zenith stars shine even brighter there than they do farther north or south', 'the sky appears more orderly there than it does farther north or south']","['to borrow some charts and graphs from her', 'to ask her to explain some statistical procedures', 'to talk about report he is writing', 'to discuss a grade he got on a paper']",0
315,315,"['it is usually technically stronger than work created for a class', 'it tends to be more interesting than class work', 'it faces increased pressure to be trendy', 'it is more likely to be exhibited than is work created for a class']","['the horizon tends to be clearer there than anywhere else', 'more stars rise and set in pairs there than anywhere else', 'zenith stars shine even brighter there than they do farther north or south', 'the sky appears more orderly there than it does farther north or south']",0
316,316,"['to contrast its purpose with that of monuments found in the british isles', 'to compare the architectural styles of two neolithic cultures', 'to describe the outer shape of passage graves in great britain and ireland', 'to help students understand how long ago passage graves were built']","['they developed a method for describing the locations of stars', 'they regularly traded with the peoples of hawaii and new zealand', 'they were the first to recognize the usefulness of zenith stars', 'they considered a navigator to be the same as an astronomer']",0
317,317,"['musical genres that feature the electric guitar', 'technological advances that made electric guitar possible', 'the popularity of rock roll music', 'the evolution of the electric guitar']","['they developed a method for describing the locations of stars', 'they regularly traded with the peoples of hawaii and new zealand', 'they were the first to recognize the usefulness of zenith stars', 'they considered a navigator to be the same as an astronomer']",0
318,318,"['the major differences between meteors and meteorites', 'the origins of comets and asteroids', 'the nature and origin of meteorites', 'the similarities between objects in the inner solar system']","['to point out some of the monuments that can be found on pacific islands', 'to give an example of an early method of transporting goods', 'to illustrate a method used for teaching young polynesians to navigate', 'to compare polynesian navigational tools to those of the vikings']",0
319,319,"[""it should guide a person's present actions"", 'it must be examined closely', 'it is less important than the future', 'it lacks both clarity and universal truth']","['to point out some of the monuments that can be found on pacific islands', 'to give an example of an early method of transporting goods', 'to illustrate a method used for teaching young polynesians to navigate', 'to compare polynesian navigational tools to those of the vikings']",0
320,320,"['the role of physics in the discovery of neolithic religious sites', 'the sound effects that neolithic people could experience in passage graves', 'evidence that passage graves were designed to function as calendars', 'a debate about the role of sound in passage grave ceremonies']","['they do not have sound', 'they are filmed underwater', 'they are easy to understand', 'they difficult to categorize']",0
321,321,"['the role of physics in the discovery of neolithic religious sites', 'the sound effects that neolithic people could experience in passage graves', 'evidence that passage graves were designed to function as calendars', 'a debate about the role of sound in passage grave ceremonies']","['the role played by folktales in contemporary norwegian society', 'a description of the major types of norwegian folktales', 'a comparison of norwegian folktales and norwegian folk legends', 'an illustration of the differences between oral literature and written literature']",0
322,322,"['to contrast its purpose with that of monuments found in the british isles', 'to compare the architectural styles of two neolithic cultures', 'to describe the outer shape of passage graves in great britain and ireland', 'to help students understand how long ago passage graves were built']","['their results were decisive', 'they were not carried out carefully', 'they were not continued long enough to reach a conclusion', 'the government should not have allowed the experiments']",0
323,323,"['to contrast its purpose with that of monuments found in the british isles', 'to compare the architectural styles of two neolithic cultures', 'to describe the outer shape of passage graves in great britain and ireland', 'to help students understand how long ago passage graves were built']","['to discuss the style of an early filmmaker', 'to describe different types of filmmaking in the 1930s', 'to discuss the emergence of the documentary film', ""to describe painleve's influence on today's science fiction films""]",0
324,324,"['light fills the chamber on certain days of the year', 'drums resonate loudly without being played by humans', 'the floor and walls of the chamber seem to shake', 'the intensity of sound varies greatly throughout the chamber']","['circular rooms with windows in the ceiling', 'floors that were easy to clean', 'a large, spacious common area', 'a single fireplace system that heated the entire house']",0
325,325,"['light fills the chamber on certain days of the year', 'drums resonate loudly without being played by humans', 'the floor and walls of the chamber seem to shake', 'the intensity of sound varies greatly throughout the chamber']","['recent fossil evidence connecting whales and the hippopotamus', 'difficulties in the determining the evolutionary history of whales', 'similarities among ancient ancestors of whales', 'similarities between whales and other modern day animals']",0
326,326,"['to illustrate the shape of the interior of a passage grave', 'to describe part of a neolithic burial ceremony', 'to help explain how resonance is produced', 'to give an example of an artifact found in a neolithic site']","['annoyed that he has to pay a fine on the book', 'upset that he will lose his library privileges', 'glad that he can keep the book for two more weeks', 'appreciative that the woman is helping him']",0
327,327,"['to illustrate the shape of the interior of a passage grave', 'to describe part of a neolithic burial ceremony', 'to help explain how resonance is produced', 'to give an example of an artifact found in a neolithic site']","['they have roots that can penetrate permafrost', 'their height allows them to absorb more sunlight', 'they absorb nutrients from the soil efficiently', 'they have a shallow root system']",0
328,328,"['he wants to point out mistakes that young artists commonly make', 'he thinks her example can inspire the students in their own lives', 'her difficulties remind him of the difficulties he himself experienced as a young girl', 'her difficulties are the subject of some of the paintings in the gallery that the students will visit']","['their location in the ceremonial areas of neolithic communities', 'their ability to function as astronomical calendars', 'the structure of their high ceilings', 'the remains of drums found in their chambers']",0
329,329,"['their location in the ceremonial areas of neolithic communities', 'their ability to function as astronomical calendars', 'the structure of their high ceilings', 'the remains of drums found in their chambers']","['passive systems are less reliable', 'passive systems are difficult to install', 'passive systems can be used at any location', 'passive systems work without mechanical support']",0
330,330,"['it enabled chanson poetry to gain wide popularity over romance poetry', 'it gave the troubadours time to devote themselves to writing poetry', ""it inspired troubadours to write poetry that described their lord's deeds"", 'it made it difficult for troubadours to travel safely within their country']","['to turn in outlines of possible articles', 'to find out when his article will be printed in the newspaper', 'to find out if he got a position as a reporter', 'to get help with an assignment for his journalism course']",0
331,331,"['they do not need an instructor to coach them', 'they do not usually take swimming classes', 'they must pay an extra fee to use the equipment', 'they do not need a gym pass']","['to turn in outlines of possible articles', 'to find out when his article will be printed in the newspaper', 'to find out if he got a position as a reporter', 'to get help with an assignment for his journalism course']",0
332,332,"['choose an easier research topic', 'concentrate on five journals', 'read the summaries of the articles first', 'install a new program on her home computer']","['he wants to earn some money', 'he wants to learn about the newspaper business', 'he wants to share his enthusiasm for physics', 'he thinks the experience will be valuable']",0
333,333,"['it is a potentially dangerous source', 'it is difficult to concentrate', 'it is scientifically unsound', 'it needs to be stored']","['he wants to earn some money', 'he wants to learn about the newspaper business', 'he wants to share his enthusiasm for physics', 'he thinks the experience will be valuable']",0
334,334,"['they drew the design onto the top of a table', 'they created models of the design with lead strips', 'they drew an outline of the design directly onto a piece of glass', 'they painted the design on paper']","['the news editor thinks that the topic is not suitable for a new reporter', ""the news editor was impressed be the student's outline about the topic"", 'there is not enough information to write an article about the topic', 'the topic has already been assigned to another reporter']",0
335,335,"['it can prevent displacement activities from occurring', 'it can cause animals to act on more than one drive at a time', 'it is not useful for explaining many types of displacement activities', 'it is responsible for the appearance of seemingly irrelevant behavior']","['the news editor thinks that the topic is not suitable for a new reporter', ""the news editor was impressed be the student's outline about the topic"", 'there is not enough information to write an article about the topic', 'the topic has already been assigned to another reporter']",0
336,336,"[""the physics department's plans for attracting more students"", ""the university's plan to offer more physics course"", 'the importance of physics in our daily lives', 'the opinions of professors on the recent changes to introductory physics courses']","[""to see if the student would enjoy joining the applicant's research team"", 'to suggest that the student may not totally agree with what the applicant has to stay', 'to persuade the student to come to talk on friday', ""to warm the student to focus on the applicant's teaching ability""]",0
337,337,"[""the physics department's plans for attracting more students"", ""the university's plan to offer more physics course"", 'the importance of physics in our daily lives', 'the opinions of professors on the recent changes to introductory physics courses']","['they were in the roof', 'they were usually kept closed', 'they allowed smoke to escape from the house', 'they stood opposite one another across narrow streets']",0
338,338,"['an increase in the ecotourism industry', 'an increase in the use of land to raise crops and cattle', 'a decrease in banding studies', 'a decrease in the distance traveled during migration']","['to tell him about an athletic achievement', 'to find out the best approach to studying for a test', 'to ask a question about a laboratory project', 'to discuss her performance on a biology exam']",0
339,339,"['to tell him about an athletic achievement', 'to find out the best approach to studying for a test', 'to ask a question about a laboratory project', 'to discuss her performance on a biology exam']","['they were not part of ancient roman gardens', 'they were not common in renaissance gardens', 'they often incorporated hidden water tricks', 'they were the most creative aspect of renaissance gardens']",0
340,340,"['the woman should participate in a sport that takes less of her time', 'the woman may not have enough time to study for her class', 'the woman is not trying hard enough to do well in the class', 'the woman should be satisfied with the results of her exam']","['the difference in age among american mountain ranges', 'the importance of a technique used for dating geological materials', 'the recent discovery of an ancient canyon', 'a comparison of various minerals used for dating']",0
341,341,"['the woman should participate in a sport that takes less of her time', 'the woman may not have enough time to study for her class', 'the woman is not trying hard enough to do well in the class', 'the woman should be satisfied with the results of her exam']","[""the artist's technical skill is the most important aspect of a portrait"", 'an artist is seldom able to create an exact likeness of a subject', 'a good portrait portrays the subject in are informal setting', 'a good portrait portrays more than a physical image']",0
342,342,"['the best methods for preserving samples of onion cells', 'the differences between onion cells and other plant cells', 'the process of cell division in an onion', 'the different ways that onion cells can be diagrammed']","['it was painted at an art fair', 'it combines impressionism with realism', 'it convinced frantzen that she was a good illustrator', 'it was originally meant to be used in an advertisement']",0
343,343,"['fishing', 'building dams on rivers', 'polluting the oceans', 'marking and using fertilizer']","['the best methods for preserving samples of onion cells', 'the differences between onion cells and other plant cells', 'the process of cell division in an onion', 'the different ways that onion cells can be diagrammed']",0
344,344,"['they supplied an additional food source for gypsy moths', 'they introduced gypsy moths to areas where there had been none', 'they cleared oak trees from some areas where both animal species lived', 'they manipulated the numbers of mice and acorns in some areas']","['several short study sessions are more effective than one extended study session', ""studying in the library increase the brain's ability to absorb details"", 'studying for extended periods of time is good exercise for the brain', 'students who excel at laboratory work usually perform well on exams']",0
345,345,"['several short study sessions are more effective than one extended study session', ""studying in the library increase the brain's ability to absorb details"", 'studying for extended periods of time is good exercise for the brain', 'students who excel at laboratory work usually perform well on exams']","['it helped determine the beginning of the new year', 'it was used to calculate the length of the month', 'it marked the beginning of harvest time', 'it indicated when the nile would flood']",0
346,346,"['it was the first play she had seen performed professionally', 'she saw it against the wishes of her parents', 'she was surprised at how traditional the performance was', 'she had a variety of emotional reactions to the play']","['to suggest that the student take a break from it for a few weeks', 'to give an example of how exercise affects memory', 'to illustrate the point he is making about study habits', 'to find out if the next track meet will interfere with the exam']",0
347,347,"['smaller houses should have fewer rooms', ""a house's design should reflect the inhabitants'sneeds"", 'the materials for a house should be selected before the house is designed', 'houses in cold , harsh climates should be built with inexpensive materials']","['to suggest that the student take a break from it for a few weeks', 'to give an example of how exercise affects memory', 'to illustrate the point he is making about study habits', 'to find out if the next track meet will interfere with the exam']",0
348,348,"['she influenced the design of the modern piano', 'she grew up in an environment that encouraged female musicians', 'her musical talents were inherited from her parents', ""her background and robert schumann's background were similar""]","['to compare two experiments designed to study distraction', 'to give an example of when area v5 might be activated', ""to describe a limitation in the brain's processing capacity"", 'to make a point about the effect of distractions on driving']",0
349,349,"['mars jarosite and earth jarosite might have been created by different processes', 'mars jarosite might have been formed without water', 'mars jarosite might not contain as much iron or potassium as earth jarosite', 'mars jarosite might be more acidic than earth jarosite']","['to compare two experiments designed to study distraction', 'to give an example of when area v5 might be activated', ""to describe a limitation in the brain's processing capacity"", 'to make a point about the effect of distractions on driving']",0
350,350,"[""to see if the student would enjoy joining the applicant's research team"", 'to suggest that the student may not totally agree with what the applicant has to stay', 'to persuade the student to come to talk on friday', ""to warm the student to focus on the applicant's teaching ability""]","['she thinks it resolves most of the major questions about distraction', 'she feels it is of limited use because of flaws in the study designs', 'she believes it has changed the direction of research on distraction', 'she thinks its findings can be applied only to visual distraction']",0
351,351,"['why the salon exhibitions became popular among women artists in paris', 'why french society did not approve of art schools or women', 'how opportunities for women artists in paris improved', 'how women artists in paris cooperated with one another']","['she thinks it resolves most of the major questions about distraction', 'she feels it is of limited use because of flaws in the study designs', 'she believes it has changed the direction of research on distraction', 'she thinks its findings can be applied only to visual distraction']",0
352,352,"['methods people used to eliminate distractions', 'the area of the brain responsible for blocking distractions', 'the usefulness of questionnaires in assessing distractability', 'research about how the brain deals with distractions']","['painters began to produce more lifelike portraits in imitation of photography', 'photography largely replaced the tradition of portrait painting', 'photographers followed the style of portrait painters in creating their work', 'both photography and portrait painting were considered inferior art']",0
353,353,"['methods people used to eliminate distractions', 'the area of the brain responsible for blocking distractions', 'the usefulness of questionnaires in assessing distractability', 'research about how the brain deals with distractions']","['a child learning many different ideas from or her parents', 'alligators reproducing in new york sewers', 'different people remembering different versions of a story', 'a person singing the twinkle , twinkle song many times']",0
354,354,"['it relies on subjective reporting', 'it assesses a limited number of situations', 'it does not assess visual distractions', 'it does not account for factors other than distractability']","['fame cannot be obtained without help from other people', 'fame cannot be obtained by all people', 'fame does not last forever', 'people cannot share their fame with other people']",0
355,355,"['it relies on subjective reporting', 'it assesses a limited number of situations', 'it does not assess visual distractions', 'it does not account for factors other than distractability']","['writers should know their characters as well as they know their friends', 'writers should create characters that interact in complex ways', 'friends do not always behave the way we expect them to behave', ""friends'sbehavior is often more predictable than fictional characters'sbehavior""]",0
356,356,"['whether the capacity of the brain to process irrelevant information varies from person to person', 'whether the brain perceives information that is irrelevant to the performance of a task', 'whether the brain deals with distractions by categorizing irrelevant information as low priority', 'whether the visual cortex is activated during the sensation of movement']","['to determine whether the students have enrolled in the appropriate course', 'to stress the usefulness of the classification system for students', 'to present assumptions that have recently been challenged', 'to give an example of a method that she will explain in greater detail']",0
357,357,"['the ways that her artistic style developed over time', 'the influence of photography on her portraits', 'the style she used to portray her subjects', 'criticism of her approach to realism and expressionism']","['whether the capacity of the brain to process irrelevant information varies from person to person', 'whether the brain perceives information that is irrelevant to the performance of a task', 'whether the brain deals with distractions by categorizing irrelevant information as low priority', 'whether the visual cortex is activated during the sensation of movement']",0
358,358,"['the proximity to the customer base', 'the number of nearby tourist sites', 'the variety of restaurants in the area', 'the access to public transportation']","['area v5 became less active when tasks became more difficult', 'the presence of the star field did not affect activity in area v5', 'area v5 became more active as more information appeared on the screen', ""stimulating area v5 interfered with subjects'sability to perceive motion""]",0
359,359,"['area v5 became less active when tasks became more difficult', 'the presence of the star field did not affect activity in area v5', 'area v5 became more active as more information appeared on the screen', ""stimulating area v5 interfered with subjects'sability to perceive motion""]","['that music connected them to their ancestors', 'that music allowed people to express their individuality', 'that the same laws ruled music and the universe', 'that music could not be explained by mathematics']",0
360,360,"['recognizing when one geologic epoch ends and another begins', 'how geologists determine the age of earth', ""whether humans have affected earth's climate"", 'identifying elements that affect the formation of sediment layers']","['people depended on their neighbors for their own survival', 'people living in rural areas often had moved there from cities', 'people had to live very close to their neighbors', 'people had limited access to information from outside their community']",0
361,361,"['its feet would not yet have grown to resemble snowshoes', 'its babies would not yet be able to keep themselves warm', 'its chances of being seen by a predator are much higher', 'it might not be able to locate where it stored its food supply']","['recognizing when one geologic epoch ends and another begins', 'how geologists determine the age of earth', ""whether humans have affected earth's climate"", 'identifying elements that affect the formation of sediment layers']",0
362,362,"['plastic containers may change the flavor of milk', 'light may negatively affect the quality of milk', 'people prefer to buy milk in see through containers', 'opaque containers are effective in protecting milk from bacteria']","['to explain how sediments change during an ice age', 'to give an example of a well defined geologic epoch', 'to describe how certain environmental conditions affect erosion rates', 'to describe the factors that influence the naming of geologic epochs']",0
363,363,"['the ways that her artistic style developed over time', 'the influence of photography on her portraits', 'the style she used to portray her subjects', 'criticism of her approach to realism and expressionism']","['to explain how sediments change during an ice age', 'to give an example of a well defined geologic epoch', 'to describe how certain environmental conditions affect erosion rates', 'to describe the factors that influence the naming of geologic epochs']",0
364,364,"['the climate on earth when the sediment formed', 'the places on earth with the highest amounts of rainfall', 'the level of the oceans at the time', 'the organisms that lived when the sediment formed']","['it was based on only twenty years of data', 'it was approved by all seven states in the region', 'it was meant to remain in effect for more than 100 years', 'it was based on data from outside the colorado river basin']",0
365,365,"['to complain about customers', 'to request an increase in his pay', 'to ask for a change in his work schedule', 'to apply for a job playing music in the dining hall']","['the climate on earth when the sediment formed', 'the places on earth with the highest amounts of rainfall', 'the level of the oceans at the time', 'the organisms that lived when the sediment formed']",0
366,366,"['it resembles a photograph', ""it may be frantzen's best known painting"", 'it was painted in the impressionist style', 'it was painted while frantzen lived abroad']","['the population reached 1 billion', 'the anthropocene epoch was first described', ""industrialization began to influence earth's environment"", 'there was a significant change in the amount of sediment deposited around the world']",0
367,367,"[""to explain why scientists believe that meteor impacts cannot affect the moon's mantle"", 'to explain what kind of information scientists hope to obtain from the mantle', ""to point out that the moon's crust and mantle are made of similar materials"", ""to point out that the moon's mantle and earth's mantle have different compositions""]","['the population reached 1 billion', 'the anthropocene epoch was first described', ""industrialization began to influence earth's environment"", 'there was a significant change in the amount of sediment deposited around the world']",0
368,368,"['it was the true beginning of the holocene epoch', 'it was the greenhouse gases were at their lowest levels', 'it was not a major cause of population growth', 'it did not cause as big an environmental impact as some researchers say']","['why the man should not photocopy part of the book', ""the reasons for one of the library's policies"", 'what will happen if the man does not return the book', 'the reason the man has to fill out a form']",0
369,369,"['it was the true beginning of the holocene epoch', 'it was the greenhouse gases were at their lowest levels', 'it was not a major cause of population growth', 'it did not cause as big an environmental impact as some researchers say']","['it repels water', 'it can be eaten', 'it is easy to find', 'it has a rough texture']",0
370,370,"[""they may not agree that human have had an important effect on earth's surface"", 'they will not have reliable evidence of what is happening today', 'they will determine when the anthropocene epoch began', 'they will make predictions about when the anthropocene epoch will end']","['telling familiar stories', 'sharing feelings', 'composing original music', 'learning a scientific theory']",0
371,371,"[""they may not agree that human have had an important effect on earth's surface"", 'they will not have reliable evidence of what is happening today', 'they will determine when the anthropocene epoch began', 'they will make predictions about when the anthropocene epoch will end']","['they were not part of ancient roman gardens', 'they were not common in renaissance gardens', 'they often incorporated hidden water tricks', 'they were the most creative aspect of renaissance gardens']",0
